"Dyad ID","Thought Unit","Speaker","ANNOTATION"
3,165,Wine,"So my ideal would be,I guess, if we opened at 8:30 and closed at 8:30 and keep it at 69 degrees.",OM
3,166,Grocery,"Okay,I agree with that.",RP
3,167,Wine,Does that work for you?,QM
3,168,Wine,"And then,you know, if it turns out we can always come back and talk about our hours later because we can try it out when we start in August and see if it works out.",CS
3,169,Wine,"If it doesn?t,we can always come back and talk about it.",MIC
3,170,Grocery,"Exactly,I agree with that.",MIC
3,171,Grocery,We can set it to run to have some experiment for the first one or two months so we can get enough information to make a little bit of judgements.,MIC
3,172,Wine,"Yeah,and we could in the future get to an agreement with sharing our employees somehow so that if you really need to open early, and then some of the employees can come in at that time and watch, you know one person watch my store where rest of the employees are all in the market.",CS
3,173,Grocery,"That?s a really good idea,yeah, that?s a good idea.",MIC
3,174,Wine,"Because unfortunately our hours of operation are completely off. But we have to open at the same time,so. / Because nobody?s going to be buying wine at 8:30, or 7:30, or 6:30.",IDN/ SBR
3,175,Grocery,I was hoping they could still buy their breakfast at 8:30.,SBR
3,176,Wine,So maybe later we can see how that goes and work out an earlier and a later time.,CS
3,177,Grocery,"Yeah,I agree with that.",MIC
3,178,Grocery,Let?s just start it with this schedule and move on and see what happens.,MIN
3,179,Wine,"Yeah,because I think it would be best for both of us if we opened really early and stayed opened really late, because you know, even with the market, people want to come and get chips, or lots of ingredients late at night.",MU
3,180,Wine,Grocery," I understand that,so I guess that?s it.",MIC
3,181,Wine,Guess that?s it.,MIN
3,182,Wine,"Okay,well, we?ll be working together again.",MIC
3,183,Grocery,Thank you.,MIC
3,184,Wine,Thank you.,MIC
4,0,Wine,Hey./,MI-C
4,1,Grocery,Hi./,MI-C
4,2,Grocery,So according to my chart I have..../,MI-N
4,3,Grocery,Hopefully you can understand what I am talking about./,MI-N
4,4,Wine,Yeah sure./,MI-C
4,5,Grocery,"I have five issues we have to talk about our operation,when we should close our space, and temperature and grand opening date./",PO
4,6,Wine,"Yeah,that?s what I have./",MI-N
4,7,Grocery,"Yeah,our fifth issue I think?/",MI-N
4,8,Grocery,"My main concern would be the hour of operation,the temperature, and the grand opening date?/",IR
4,9,Grocery,they will make me the deal but other than that we can negotiate./,PO
4,10,Wine,Of course./,MI-N
4,11,Wine,How important is floor space to you?/,QR
4,12,Wine,Is floor space less important to you?,QR
4,13,Grocery,"Floor space,well I would say so yeah./",IR
4,14,Grocery,How about you?/,QM
4,15,Wine,"Yeah,floor space is negotiable./",PC
4,16,Grocery,"Negotiable,uh huh./",MI-N
4,17,Wine,So for the temperature how would you feel about say 69 degrees?/,OS
4,18,Grocery,Well?because?let me think./,MI-N
4,19,Wine,You could do better?/,QP
4,20,Grocery,"Yeah I can do better for that yeah,but we can think about that./",MI-N
4,21,Wine,Ok I?ll think about that one./,MI-N
4,22,Grocery,Yeah I think yeah the more important issue for me is the grand opening date./,IR
4,23,Grocery,How about you?/,QR
4,24,Grocery,What is the most important issue for you?/,QR
4,25,Wine,Hours of operation is important to me to/,IR
4,26,Wine,"but you know,if you?ve got an opening date you were more comfortable with I could get hours that maybe I was more comfortable with depending?/",PP
4,27,Grocery,Depending on um hum I could talk about the points right here in the packet./,OT
4,28,Wine,The what?/,QM
4,29,Grocery,The points here./,OT
4,30,Wine,"Um,I?m sorry one more time?/",QM
4,31,Grocery,"Anyway,I mean I can talk about the number of points I can get right here./",OT
4,32,Wine,Um I don?t think so./,OT
4,33,Wine,I think we are suppose to keep that?/,OT
4,34,Grocery,Secret./,OT
4,35,Wine,"Yeah,right./",OT
4,36,Grocery,Anyway yeah./,MI-N
4,37,Grocery,How about the grand opening date?/,QP
4,38,Grocery,"For me I think if the grand opening date is at Spetember 1st,that would be the best for me/",IP
4,39,Wine,Ok well I would do well with hours of operation from 10:30 AM to 10:30 PM./,IP
4,40,Wine,That wouldn?t be the best for you?/,QM
4,41,Grocery,"Yeah,I think so yeah./",MI-N
4,42,Wine,That would work well for you?/,QM
4,43,Grocery,"This not work well for me,/",RN
4,44,Grocery,but I think umm you know we can make a deal here./,PP
4,45,Wine,Ok so like September 1st opening date?/,OS
4,46,Grocery,"And our hours of operation,10:00 to 10:30 yeah./",OM
4,47,Wine,"Ok,that works for me./",RP 
4,48,Wine,So you said renovation costs were less important to you but temperature was more important?/,QR
4,49,Grocery,Yeah temperature is very important for me you know./,IR
4,50,Grocery,My grocery store has fresh fruit; I cannot have a temperature that you know/,SB-R
4,51,Grocery,yeah but the renovation costs I don?t want to spend much too yeah./,IP
4,52,Grocery,That?s for many reasons./,SB-R
4,53,Wine,"Right,so you don?t want to spend much on renovation costs but you would want um a lower temperature for the fruit or a higher temperature for the fruit?/",QP
4,54,Grocery,A higher temperature./,IP
4,55,Wine,"For the fruit,ok./",MI-N
4,56,Grocery,What is the temperature you think you would like to have?/,QP
4,57,Wine,Um I?m somewhat negotiable on the temperature./,PC
4,58,Wine,The renovation costs would be more important to me/,IR
4,59,Wine,so I could be willing to go for a lower temperature if we spent a little bit more on renovation costs./,PP
4,60,Grocery,Well for me temperature is more important./,IR
4,61,Grocery,I think the temperature is high the best for me./,IP
4,62,Grocery,The renovation costs is not my immediate issue./,IR
4,63,Grocery,I mean you know it is an important issue for me too but?./,IR
4,64,Wine,"Well what if we did a higher temperature like 73 degrees but we also did a higher renovation cost like 30,000 dollars./",OM
4,65,Grocery,Oh that would be good for me./,RP
4,66,Wine,That would be a good trade off for you?/,QM
4,67,Wine,Well that works for me too./,MI-C
4,68,Grocery,So the floor space you need?For the floor space I need more actually./,IP
4,69,Wine,"Ok,Um I guess we could do?So you would want like 60 percent?/",OS
4,70,Grocery,Yeah I would like to have 60 percent./,IP
4,71,Wine,I can do that./,MI-C
4,72,Wine,"40 percent for me,ok that works for me/",RP
4,73,Grocery,Ok then./,MI-N
4,74,Wine,We agreed on that./,MI-C
4,75,Wine,"Ok,so its 10:30 am opening hours, $30,000 renovation costs, 40 percent floor for me 60 percent for you, 73 degrees, September 1st./",MI-N
4,76,Wine,That?s great./,MI-C
4,77,Grocery,That?s great we?re done./,OT
4,78,Grocery,"If I was real owner you know,the operating hours would not be that you know because in long run it?s more important./",OT
4,79,Wine,Well see I got my first second and fourth choice I got the most value on./,OT
4,80,Wine,Ok we?re done./,OT
4,81,Wine,We?re just trading secrets now./,OT
5,0,Wine,"My English is not that clear,so I try to make myself clear ok?",MI-C
5,1,Grocery,"Ok,don?t worry about it.",MI-C
5,2,Wine,Oh I think I will try to practice my English so?,MI-C
5,3,Grocery,"Ok,well if there is anyway I can help let me know.",MI-C
5,4,Grocery,"Umm,well Celine it looks like we are going to go into business together here or we are going to put our businesses together in the same place.",MI-C
5,5,Grocery,"Umm and we both want this to be successful so there are five things we need to figure out together in order to do this project,and those are what hours we should be open, how much to spend making the place look nice, renovating; how to divide up the floor space you know who gets how much space, how warm or cold the store should be what temperature it should be and what date we want to open.",PO
5,6,Grocery,So maybe the first thing we should do is say what each of us would like on each of those.,PO
5,7,Grocery,Is that best thing to do or?,QM
5,8,Wine,So when is your hope to hour of operation?,QP
5,9,Grocery,Well I would like to open as early as I can /because I serve?my store serves breakfast /so the earlier we can open the better it would be for us. So 6:30 in the morning to 6:30 in the evening would be the best time for me.,IP/SB-R/IP
5,10,Grocery,,
5,11,Wine,Really?,QM
5,12,Grocery,What would be best for you?,QP
5,13,Wine,Well as you know we are liquor shop/so the later is better for us,SF/IP
5,14,Wine,so can we find balance?,PC
5,15,Grocery,What would be best for you?,QP
5,16,Wine,I prefer 10:30 to 10:30 pm.,IP
5,17,Grocery,Do you think people really shop for wine at 10:30pm?,QS
5,18,Wine,"Yes I think so,look at most under students.",SB-R
5,19,Grocery,"Well if we open at 10:30,we won?t be able to sell any of our breakfast items because most people want to get their breakfast items on their way to work.",SB-R
5,20,Wine,But only umm?You are grocery store right and?,MI-N
5,21,Grocery,"Yes,but we have a deli.",SBR
5,22,Grocery,We have uh?,MI-N
5,23,Wine,A deli and so for breakfast.,MIN
5,24,Wine,Is it possible that um you only open the deli in the morning and other place we can open together?,CS
5,25,Grocery,"They do give us that as an option,unfortunately that?s what I thought too.",MI-C
5,26,Grocery," I sell coffee,specialty pastries and other breakfast items so I have kind of a bakery and umm?",SF
5,27,Wine,I normally shop grocery in that morning?Most people who come out for breakfast they will go to for work right and it?s impossible for them to shop grocery because they don?t have time to bring them home.,SB-R
5,28,Grocery,Right I wish there was a way we could just open the breakfast part in the morning but they didn?t give that as one of the options.,OT
5,29,Grocery,Cause to me that would make sense.,MIN
5,30,Wine,Yeah.,MI-N
5,31,Grocery,"Umm ok,well let?s just find out where we are on each of the other issues and then we can figure out where we can compromise.",PO
5,32,Grocery,What about renovation costs how much do you think we need to spend to make the store look nice?,QP
5,33,Wine,"I wish it to be 30,000 dollars.",IP
5,34,Grocery,You think it needs a lot of work?,QS
5,35,Wine,Yes and I want to have a shop with high quality and uhh yeah that?s it.,SB-R
5,36,Grocery,"Umm,well I had my interior designer look at the place and she is very creative and she thinks that for 10,000 dollars we can make it look very nice and also the outside of the store to put nice signage and some plants and things like that to make it look nice outdoors and she gave me an estimate for 10,000 dollars umm",SBR
5,37,Grocery,so we?ll come back to that one too.,PM
5,38,Grocery,What about floor space? How much do you need?,QP
5,39,Wine,I think from 30 percent to 40 percent,IP
5,40,Wine," because I need some place to display my wine and you know,you can put wine like this.",SB-R
5,41,Wine,You have to put correct so?,MI-N
5,42,Grocery,So you need 40 percent of the space.,IN-N
5,43,Wine,At least thirty percent.,IP
5,44,Grocery,"Well I was thinking that 60 percent would be good for us,about 60 percent of the floor space,",IP
5,45,Grocery,"so what do you think,would 60/40 be good on that one?",OS
5,46,Grocery,If we had 60 percent?,MI-N
5,47,Wine,You totally sure 60 percent and?,MI-N
5,48,Grocery,I have 60 percent and you have 40 percent,MIN
5,49,Wine,Ok yeah sure that?s great.,RP
5,50,Grocery,Does that work?,QM
5,51,Grocery,Ok well let?s agree on that one.,MI-C
5,52,Grocery,And what about temperature umm what temperature do you think the store should be?,QP
5,53,Wine,Umm I think our best situation is 45 degree,MIN
5,54,Grocery,45?,QM
5,55,Wine,Oh no 65.,IP
5,56,Grocery,"65 degrees,ok.",MI-N
5,57,Wine,For our wines it?s too hot in my shop.,SB-R
5,58,Grocery,Umhmm.,MI-N
